district	zone	SchoolID	SchName	SchAddress	PINCD	CRCSchAddress	Sch_Type	MuncipalityName	RuralUrban	Udise_Code	ESTDYEAR	CWSNSCH_YN	cwsn_sch_type	School_Deatils_STD	School_Deatils_Landline_Phone	School_Deatils_MobileNO	School_Incharge_Name	School_Incharge_Designation	School_Incharge_MobileNo	Respondent_Name	Respondent_Designation	Respondent_MobileNo	EMAIL	WEBSITE	School_Gender	School_Level	School_Nomenclature	LOWCLASS	HIGHCLASS	Shiftofschool	typeofschool	SCHMGT_Group	SCHMGT	minoritymanagedschool_YN	TYPEofminoritymanagedschool	MEDINSTR1	MEDINSTR2	MEDINSTR3	MEDINSTR4	MTONGUE_YN	LANG1	LANG2	LANG3	LANG4	LANG5	VISITSCRC	workdays_pre_pri	workdays_pri	WORKSDAYS_UPR	WORKSDAYS_SEC	workdays_hsec	sch_hrs_stu_pre_pri_h	sch_hrs_stu_pre_pri_m	sch_hrs_stu_pri_h	sch_hrs_stu_pri_m	sch_hrs_stu_upr_h	sch_hrs_stu_upr_m	sch_hrs_stu_sec_h	sch_hrs_stu_sec_m	sch_hrs_stu_hsec_h	sch_hrs_stu_hsec_m	sch_hrs_tch_pre_pri_h	sch_hrs_tch_pre_pri_m	sch_hrs_tch_pri_h	sch_hrs_tch_pri_m	sch_hrs_tch_upr_h	sch_hrs_tch_upr_m	sch_hrs_tch_sec_h	sch_hrs_tch_sec_m	sch_hrs_tch_hsec_h	sch_hrs_tch_hsec_m
West B	17	1617175	Indraprastha World Sr. Sec. School	A-2 Block Balbeer Singh Marg Paschim Vihar New Delhi	110063	"1617008:-Govt. Sarvodaya Vidyalaya, B-4, Paschim Vihar, New Delhi"	DoE_UnAided	North Delhi Municipal Corporation	Urban	7070305812	1984	No		11	25258210	9868483330	SHIKHA ARORA	Head Master/Principal	9868483330	BHAWNA TANDON	School Administration Staff/Official/Clerk	9810133031	indraprasthaschool@gmail.com	https://indraprasthaschool.com	Co-Ed.	Sr.Sec	Nur to XII	0	12	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	French	Sanskrit	NA	0	220	220	220	220	220	5	0	5	0	5	0	5	0	5	0	5	0	5	0	5	0	6	0	6	0
West B	17	1617176	Bosco Public School	Sunder Vihar Paschim Vihar New Delhi	110087	"1617036:-Govt. Sarvodaya Kanya Vidyalaya, Amalwas, Jawalapuri Camp No.4, New Delhi"	DoE_UnAided	North Delhi Municipal Corporation	Urban	7070305704	1985	No		11	25266395	9891900997	RAJU DUGGAL	Head Master/Principal	9891900997	SHYAM SUNDER VERMA	School Administration Staff/Official/Clerk	9899210095	principal_bosco_2010@yahoo.com	https://www.boscoschool.com	Co-Ed.	Sr.Sec	Nur to XII	0	12	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	Sanskrit	French	NA	0	180	190	190	180	210	3	30	5	30	5	30	5	30	5	30	7	30	7	30	7	30	7	30	7	30
West B	17	1617177	D.A.V. Centenary Public School	Paschim Enclave New Delhi	110087	"1617036:-Govt. Sarvodaya Kanya Vidyalaya, Amalwas, Jawalapuri Camp No.4, New Delhi"	DoE_UnAided	North Delhi Municipal Corporation	Urban	7070305701	1986	No		11	45679793	9810372161	"MS. SONIA  MALIK, PRINCIPAL"	Head Master/Principal	9810372161	"MS. SONIA MALIK, PRINCIPAL"	Head of the School/In-Charge	9810372161	davpe87@gmail.com	http://davschoolpemn.org	Co-Ed.	Sr.Sec	Nur to XII	0	12	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	No	English	Hindi	Sanskrit	NA	NA	0	220	220	220	220	220	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0
West B	17	1617178	Shah International Public School	Ambica Vihar Paschim Vihar New Delhi	110087	"1617036:-Govt. Sarvodaya Kanya Vidyalaya, Amalwas, Jawalapuri Camp No.4, New Delhi"	DoE_UnAided	North Delhi Municipal Corporation	Urban	7070304104	1995	No		11	25266389	9899700083	SAJILEKHA PILLAI	Head Master/Principal	9899700083	CHARU KHANNA	School Administration Staff/Official/Clerk	9873388132	shahint95@yahoo.co.in	https://shahinternationalschool.com	Co-Ed.	Sr.Sec	Nur to XII	0	12	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	French	Sanskrit	NA	0	210	220	220	220	220	4	0	6	0	6	0	6	0	6	0	7	0	7	0	7	0	7	0	7	0
West B	17	1617179	G.D.Goenka Public School	A-2 Paschim Vihar New Delhi	110063	"1617008:-Govt. Sarvodaya Vidyalaya, B-4, Paschim Vihar, New Delhi"	DoE_UnAided	North Delhi Municipal Corporation	Urban	7070305811	1979	No		11	35011027	8588822643	REKHA SHARMA	Head Master/Principal	8588822643	ASHISH JUYAL	School Administration Staff/Official/Clerk	9990020989	info@gdgoenkapaschimvihar.com	http://www.gdgoenkapaschimvihar.com	Co-Ed.	Sr.Sec	Nur to XII	0	12	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	No	English	Hindi	Sanskrit	French	German	0	205	220	220	220	220	3	30	3	30	6	0	6	0	6	0	7	0	7	0	7	0	7	0	7	0
West B	17	1617180	Little Angels Sr. Sec. Public School	"B-5 Block Paschim Vihar, New Delhi"	110063	"1617008:-Govt. Sarvodaya Vidyalaya, B-4, Paschim Vihar, New Delhi"	DoE_UnAided	North Delhi Municipal Corporation	Urban	7070305703	1988	No		11	25268053	9971333362	Mrs. Manisha Sengar	Head Master/Principal	9971333362	Mrs. Sakshi Sanduja	Teacher	9953686117	lcmlasss@gmail.com	https://www.laps.in	Co-Ed.	Sr.Sec	Nur to XII	0	12	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	No	English	Hindi	Sanskrit	NA	NA	0	220	220	220	220	220	4	0	4	45	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0
West B	17	1617181	Saraswati Bal Mandir	"A-2 Paschim Vihar Ashoka Apartment, New Delhi"	110063	"1617008:-Govt. Sarvodaya Vidyalaya, B-4, Paschim Vihar, New Delhi"	DoE_UnAided	North Delhi Municipal Corporation	Urban	7070305810	1990	No		11	25268801	9350910228	MRS. MAMTA CHAUHAN	Asst. Head Master/VicePrincipal	9350910228	MRS. PREMLATA	School Administration Staff/Official/Clerk	9999113947	sbmschool@rediffmail.com	https://sbmpv.org	Co-Ed.	Sr.Sec	Nur to XII	0	12	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	Sanskrit	NA	NA	0	235	235	235	235	235	6	30	6	30	6	30	6	30	6	30	6	59	6	59	6	59	6	59	6	59
West B	17	1617182	Bal Vikas Public School	Block A-3 Paschim Vihar New Delhi	110063	"1617008:-Govt. Sarvodaya Vidyalaya, B-4, Paschim Vihar, New Delhi"	DoE_UnAided	North Delhi Municipal Corporation	Urban	7070305809	1988	No		11	25253344	9711844220	VARUN GOYAL	Head Master/Principal	9899009833	SONIA MALHOTRA	School Administration Staff/Official/Clerk	9953667771	goy.var@gmail.com	http://www.balvikasschool.com	Co-Ed.	Secondary	I to X	1	10	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	Sanskrit	NA	NA	0		220	220	220				5	0	5	0	6	0					6	0	6	0	6	0		
West B	17	1617183	Sant Nirankari Public School	Avtar Enclave Paschim Vihar New Delhi	110063	"1617008:-Govt. Sarvodaya Vidyalaya, B-4, Paschim Vihar, New Delhi"	DoE_UnAided	North Delhi Municipal Corporation	Urban	7070305803	1995	No		11	42311555	9718004142	Mrs. Tanuja Madaan	Asst. Head Master/VicePrincipal	9718004142	Mr. Sanjeev Kumar	School Administration Staff/Official/Clerk	9811288413	snpsae@snps.edu.in	http://www.snps.edu.in	Co-Ed.	Middle	Nur to X	0	10	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	Sanskrit	NA	NA	0	220	220	220	220		5	0	6	0	6	0	6	0			7	0	7	0	7	0	7	0		
West B	17	1617184	St. Froebel School	A-3 Block Paschim Vihar New Delhi	110063	"1617008:-Govt. Sarvodaya Vidyalaya, B-4, Paschim Vihar, New Delhi"	DoE_UnAided	North Delhi Municipal Corporation	Urban	7070305808	1985	No		11	25251261	9773794054	DR. NEERAJ VOHRA	Head Master/Principal	9773794054	MR. SONKI RANA	School Administration Staff/Official/Clerk	8588868790	info@yahoo.co.in	https://stfroebelschool.com	Co-Ed.	Sr.Sec	Nur to XII	0	12	General	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	Sanskrit	French	German	0	200	206	210	210	210	5	0	6	0	6	0	6	0	6	0	6	45	6	45	6	45	6	45	6	45
West B	17	1617185	Doon Public School	B-2 Paschim Vihar New Delhi	110063	"1617008:-Govt. Sarvodaya Vidyalaya, B-4, Paschim Vihar, New Delhi"	DoE_UnAided	North Delhi Municipal Corporation	Urban	7070305807	1978	No		11	42316891	9971707205	VIDHU VIJAYAN 	Asst. Head Master/VicePrincipal	9971707205	URMILA TIWARI	School Administration Staff/Official/Clerk	9891993436	doonpublic_school@yahoo.co.in	https://www.doonpublicschool.in	Co-Ed.	Sr.Sec	Nur to XII	0	12	General	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	French	Sanskrit	NA	0	220	220	220	220	220	5	10	6	10	6	10	6	10	6	10	7	30	7	30	7	30	7	30	7	30
West B	17	1617186	S.S. Mota Singh Model School	"Guru Harkrishan Nagar ,Paschim Vihar New Delhi"	110087	"1617036:-Govt. Sarvodaya Kanya Vidyalaya, Amalwas, Jawalapuri Camp No.4, New Delhi"	DoE_UnAided	North Delhi Municipal Corporation	Urban	7070304103	1984	No		11	25285610	9910074645	MS.ASHU MEHTA	Head Master/Principal	9910074645	MS. DAMYANTHI RAO	School Administration Staff/Official/Clerk	9999865171	ssmsms_pv@rediffmail.com	http://ssmsschool.net	Co-Ed.	Sr.Sec	Nur to XII	0	12	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	Punjabi	German	NA	0	220	220	220	220	220	4	0	5	20	6	0	6	0	6	0	6	30	6	30	6	30	6	30	6	30
West B	17	1617187	DAV Public School	R.B Enclave Paschim Vihar New Delhi	110063	"1617222:-Govt. Sarvodaya Kanya Vidyalaya, Shiv Ram Park, Nangloi-Najafgarh Road, New Delhi"	DoE_UnAided	North Delhi Municipal Corporation	Urban	7070305802	1990	No		11	25268020	9868706294	Seema Datta	Head Master/Principal	9868706294	Meenakshi	School Administration Staff/Official/Clerk	9999170133	davrbe@gmail.com	http://davrbenclave.org	Co-Ed.	Middle	Nur to VIII	0	8	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	Sanskrit	NA	NA	0	228	227	227			6	20	6	20	6	20					6	4	6	4	6	40				
West B	17	1617190	Vishal Bharti Public School	"A-1 Block, Paschim Vihar, New Delhi"	110063	"1617008:-Govt. Sarvodaya Vidyalaya, B-4, Paschim Vihar, New Delhi"	DoE_UnAided	North Delhi Municipal Corporation	Urban	7070305702	1989	No		11	45904430	8595486896	RACHNA JAIN	Head Master/Principal	8595486896	GITA SHARMA	School Administration Staff/Official/Clerk	9971653404	vbpspv@gmail.com	http://www.vishalbhartipublicschool.in	Co-Ed.	Sr.Sec	Nur to XII	0	12	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	Sanskrit	French	NA	0	229	229	229	229	229	4	0	6	20	6	20	6	20	6	20	7	0	7	0	7	0	7	0	7	0
West B	17	1617191	D.S. Sainik Model Sr. Sec. School	"Swarna Park, Mundka, Delhi"	110041	"1757093:-MCD Pratibha Vidyalaya (Girls) , Mundka, Delhi"	DoE_UnAided	North Delhi Municipal Corporation	Urban	7070303003	1994	No		11	65599977	9891384020	Asha Rani Dabas	Asst. Head Master/VicePrincipal	9871531653	Puneet Lakra	School Administration Staff/Official/Clerk	9911146600	op_school_lakra@yahoo.co.in	https://www.dssainikmodelsrsecschool.com	Co-Ed.	Sr.Sec	I to X	1	10	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	Hindi	NA	NA	No	Hindi	English	Sanskrit	NA	NA	0		225	225	225				5	30	5	30	5	30					6	0	6	0	6	0		
West B	17	1617192	St. Mark's Sr. Sec. School	"Meera Bagh, Paschim Vihar, New Delhi"	110087	"1617036:-Govt. Sarvodaya Kanya Vidyalaya, Amalwas, Jawalapuri Camp No.4, New Delhi"	DoE_UnAided	North Delhi Municipal Corporation	Urban	7070303107	1990	No		11	25262056	9810159659	MS.ANJALI AGGARWAL	Head Master/Principal	9810159659	Ms.Ruchi Gogia	School Administration Staff/Official/Clerk	9810431393	stmarksmb@saintmarksschool.com	https://www.saintmarksschool.com	Co-Ed.	Sr.Sec	Nur to XII	0	12	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	No	English	Hindi	Sanskrit	French	NA	0	220	220	220	220	220	4	10	5	40	6	0	6	0	6	0	6	45	6	45	6	45	6	45	6	45
West B	17	1617193	D.S. Memorial Public Sr. Sec. School	"Extn 2-C, Nangloi, Delhi"	110041	"1757093:-MCD Pratibha Vidyalaya (Girls) , Mundka, Delhi"	DoE_UnAided	North Delhi Municipal Corporation	Urban	7070303002	1990	No		11	25117494	9667175520	Rekha Yadav	Head Master/Principal	9910756500	"Mahipal Yadav, Manager"	Head of the School/In-Charge	9313673765	dsmschool1@gmail.com	https://www.dsmschool.co.in	Co-Ed.	Sr.Sec	Nur to XII	0	12	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	Sanskrit	NA	NA	0	220	220	220	220	230	5	0	6	0	6	0	6	0	6	0	5	30	6	30	6	30	6	30	6	30
West B	17	1617194	Maharishi Dayanand Model School	"134, Arvind Enclave, Delhi"	110041	"1757093:-MCD Pratibha Vidyalaya (Girls) , Mundka, Delhi"	DoE_UnAided	North Delhi Municipal Corporation	Urban	7070304302	1992	No		11	25945309	9818220137	Neena Sharma	Asst. Head Master/VicePrincipal	9818220137	Neena Sharma	Head of the School/In-Charge	9818220137	smdmsec@yahoo.in	https://www.mdmss.org	Co-Ed.	Secondary	Nur to X	0	10	General	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	No	English	Hindi	Sanskrit	NA	NA	0	220	220	220	220		5	30	5	30	5	30	5	30			5	30	5	30	5	30	5	30		
West B	17	1617195	Shri Vishkarma Model School	SHIV VIHAR Nangloi Delhi	110041	"1617010:-Govt. Sarvodaya Kanya Vidyalaya, Nangloi, Delhi"	DoE_UnAided	North Delhi Municipal Corporation	Urban	7070303106	1997	No		11	28362025	9013166062	DR. INDU PANCHAL	Head Master/Principal	9868820654	DR. R K SINGH	Head of the School/In-Charge	8010860554	svkm.school@gmail.com	http://svkm.co.in	Co-Ed.	Secondary	Nur to X	0	10	General	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	Sanskrit	NA	NA	0	235	235	235	235		6	0	6	0	6	0	6	0			6	0	6	0	6	0	6	0		
West B	17	1617196	B.R. International School	"RZ-E/250,Nihal Vihar Delhi"	110041	"1617036:-Govt. Sarvodaya Kanya Vidyalaya, Amalwas, Jawalapuri Camp No.4, New Delhi"	DoE_UnAided	North Delhi Municipal Corporation	Urban	7070304201	1996	No		11	25944655	9990906464	Rupinder Kaur	Head Master/Principal	9990906464	MR HARMINDER	Head of the School/In-Charge	9810160748	brinternational_123@yahoo.com	https://bripublicschool.com	Co-Ed.	Secondary	I to X	0	10	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	Sanskrit	NA	NA	0		210	210	210				6	0	6	0	6	0					6	0	6	0	6	0		
West B	17	1617197	Vivekanand Model School	"Mandir Marg, Nangloi Delhi"	110041	"1617010:-Govt. Sarvodaya Kanya Vidyalaya, Nangloi, Delhi"	DoE_UnAided	North Delhi Municipal Corporation	Urban	7070304301	1977	No		11	25945892	9810796217	SARLA VATS	Head Master/Principal	9810799711	SARLA VATS	Head of the School/In-Charge	9810799711	chairman.vms@gmail.com	https://www.vmsnangloi.com	Co-Ed.	Middle	Nur to VIII	0	8	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	Sanskrit	NA	NA	0	225	225	225			4	30	5	30	6	0					6	0	6	0	6	0				
West B	17	1617198	Shiv Shakti Public School	"RZ-208, Nihal Vihar Delhi"	110041	"1617036:-Govt. Sarvodaya Kanya Vidyalaya, Amalwas, Jawalapuri Camp No.4, New Delhi"	DoE_UnAided	North Delhi Municipal Corporation	Urban	7070304404	1988	No		11	93125608	9717964987	Balram Singh	Others	9312560857	Balram singh	School Administration Staff/Official/Clerk	9312560857			Co-Ed.	Middle	I to V	1	5	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	NA	NA	NA	0		220						5	30									6	40						
West B	17	1617199	Jyoti Paro Public School	"Kavita Colony, Nangloi Delhi"	110041	"1617010:-Govt. Sarvodaya Kanya Vidyalaya, Nangloi, Delhi"	DoE_UnAided	North Delhi Municipal Corporation	Urban	7070304101	1991	No		11	25000000	9818152851	GOVIND SINGH RAWAT	Head Master/Principal	9818152851	GOVIND SINGH RAWAT	Head of the School/In-Charge	9818152851	jyotiparopublicschool1993@gmail.com		Co-Ed.	Middle	I to VIII	1	8	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	Sanskrit	NA	NA	0		210	210					5	30	5	30							6	30	6	30				
West B	17	1617201	B.S. Public School	"E-2/132, Shivram Park, Nangloi Delhi"	110011	"1617010:-Govt. Sarvodaya Kanya Vidyalaya, Nangloi, Delhi"	DoE_UnAided	North Delhi Municipal Corporation	Urban	7070303201	1995	No		11	28363671	9210105328	Pushp Lata	Head Master/Principal	9210105328	Sushil Kumar	Head of the School/In-Charge	9971123833	st.bsps@yahoo.com	https://www.google.com	Co-Ed.	Middle	I to VIII	1	8	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	Sanskrit	NA	NA	0		220	220					5	30	5	30							6	0	6	0				
West B	17	1617202	New Bal Vikas Public School	"Tikri Kalan, Delhi"	110041	"1757093:-MCD Pratibha Vidyalaya (Girls) , Mundka, Delhi"	DoE_UnAided	North Delhi Municipal Corporation	Urban	7070303001	1998	No		11	32605332	8373966641	TAPSYA MUNJAL	Head Master/Principal	9266615022	TAPSYA MUNJAL	Head of the School/In-Charge	9873899545	nbvps099@gmail.com		Co-Ed.	Middle	Nur to VIII	0	8	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	Sanskrit	NA	NA	0	235	235	235			6	0	6	0	6	0					7	0	7	0	7	0				
West B	17	1617203	Bal Vidya Model School	"B-247, Laxmi Park, Nangloi,Delhi"	110041	"1617010:-Govt. Sarvodaya Kanya Vidyalaya, Nangloi, Delhi"	DoE_UnAided	North Delhi Municipal Corporation	Urban	7070303104	2000	No		11	25947772	9811230325	Savita	Head Master/Principal	9811230325	Savita	Head of the School/In-Charge	9811230325		http://balvidyamodelschool.com	Co-Ed.	Secondary	Nur to XII	0	12	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	Sanskrit	NA	NA	0	180	180	200	200	200	5	0	5	0	6	0	6	0	6	0	6	15	6	15	6	15	6	15	6	15
West B	17	1617204	Gurusharan Convent	"GH-9, Paschim Vihar, New Delhi"	110087	"1617036:-Govt. Sarvodaya Kanya Vidyalaya, Amalwas, Jawalapuri Camp No.4, New Delhi"	DoE_UnAided	North Delhi Municipal Corporation	Urban	7070305806	1998	No		11	25259192	9953336161	Mrs. Sudha Rampal	Head Master/Principal	9810190096	Mr. Puran Giri Goswami	School Administration Staff/Official/Clerk	9958717659	gurusharanconvent@gmail.com	https://gurusharanconvent.com	Co-Ed.	Sr.Sec	Nur to XII	0	12	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	Yes	Sikhs	English	NA	NA	NA	Yes	English	Hindi	Sanskrit	French	Punjabi	0	210	220	220	220	220	5	30	6	30	6	30	6	30	6	30	7	0	7	0	7	0	7	0	7	0
West B	17	1617205	S.G.N. Public School	"243-H, Kunwar Singh Nagar Nangloi, Delhi"	110041	"1757093:-MCD Pratibha Vidyalaya (Girls) , Mundka, Delhi"	DoE_UnAided	South Delhi Municipal Corporation	Urban	7070304403	2000	No		11	28362813	9311304432	RENU YADAV	Head Master/Principal	9667381131	AK SINGH	School Administration Staff/Official/Clerk	7011246631	sgnpublicschool@gmail.com	https://sgnpublicschool.com	Co-Ed.	Sr.Sec	I to XII	1	12	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	Hindi	English	Sanskrit	NA	NA	0		222	222	222	222			6	30	6	30	6	30	6	30			7	0	7	0	7	0	7	0
West B	17	1617206	Kendriya Vidyalaya	"Paschim Vihar (Opposite Ambika Vihar), New Delhi"	110087	"1617036:-Govt. Sarvodaya Kanya Vidyalaya, Amalwas, Jawalapuri Camp No.4, New Delhi"	KVS	North Delhi Municipal Corporation	Urban	7070904101	1996	No		11	43055822	9999136499	Sh. Sanjay Kumar Jaiswal	Head Master/Principal	9999136499	Mr. Rakesh Kumar	School Administration Staff/Official/Clerk	9711516086	kvpaschimvihar1@gmail.com	https://paschimvihar.kvs.ac.in	Co-Ed.	Sr.Sec	I to XII	1	12	Morning	Co-Ed	D-Central Government	KVS/Central Govt.	No		English	NA	NA	NA	Yes	Hindi	English	Sanskrit	NA	NA	6		212	224	224	224			5	0	5	0	5	0	5	0			6	0	6	0	6	0	6	0
West B	17	1617207	St. Matthew's Public School	"A-6 Paschim Vihar, New Delhi"	110063	"1617008:-Govt. Sarvodaya Vidyalaya, B-4, Paschim Vihar, New Delhi"	DoE_UnAided	North Delhi Municipal Corporation	Urban	7070305805	1983	No		11	25266019	8377990342	ANITA SETHI	Head Master/Principal	9873259345	ANITA SETHI	Head of the School/In-Charge	9873259345	smpschool@gmail.com	http://stmatthewschool.in	Co-Ed.	Middle	Nur to XII	0	12	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	Sanskrit	Punjabi	NA	0	160	170	180	220	220	4	0	5	0	6	0	6	0	6	0	7	0	7	0	7	0	7	0	7	0
West B	17	1617208	Pioneer Convent	"Loknayak Puram,Bakkarwala, New Delhi"	110041	"1617222:-Govt. Sarvodaya Kanya Vidyalaya, Shiv Ram Park, Nangloi-Najafgarh Road, New Delhi"	DoE_UnAided	South Delhi Municipal Corporation	Urban	7070312207	2005	No		11	28341408	9899198884	Dr. SEEMA BAJAJ	Head Master/Principal	9811500303	SAURABH AWASTHI	Teacher	9560425166	pioneerconvent@gmail.com	http://pioneerconventloknayakpuram.com	Co-Ed.	Secondary	Nur to XII	0	12	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	Sanskrit	NA	NA	0	220	226	226	222	222	4	0	5	30	5	30	5	40	5	40	6	0	6	0	6	0	6	0	6	0
West B	17	1617209	Aakash International School	"G-2 Block, Jai Vihar, Nangloi Road, Najafgarh, New Delhi"	110043	"1617222:-Govt. Sarvodaya Kanya Vidyalaya, Shiv Ram Park, Nangloi-Najafgarh Road, New Delhi"	DoE_UnAided	South Delhi Municipal Corporation	Urban	7070312206	2005	No		11	91254007	9313954651	DEEPA RANI	Asst. Head Master/VicePrincipal	9313954651	REENA YADAV	Teacher	9891899777	aakashinternationalschool@gmail.com	http://aakashinternationalschool.ztc.in	Co-Ed.	Sr.Sec	Nur to XII	0	12	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	Sanskrit	NA	NA	0	210	210	210	210	210	5	3	5	3	6	0	6	0	6	0	5	3	5	3	6	0	6	0	6	0
West B	17	1617210	St. Mark's Girls Sr. Sec. School	"A-Block, Meera Bagh, New Delhi-87"	110087	"1617036:-Govt. Sarvodaya Kanya Vidyalaya, Amalwas, Jawalapuri Camp No.4, New Delhi"	DoE_UnAided	North Delhi Municipal Corporation	Urban	7070303103	2000	No		11	25252237	9810996749	SHEENA KALENGA	Head Master/Principal	9810996749	SHEENA KALENGA	School Administration Staff/Official/Clerk	9871417657	smws@saintmarksschool.com	https://www.saintmarksschool.com	Girls	Sr.Sec	Nur to XII	0	12	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	Sanskrit	French	NA	0	210	220	220	220	220	5	0	5	0	6	0	6	0	6	0	6	30	6	30	6	30	6	30	6	30
West B	17	1617211	Govt. Girls Sec. School	"Baprola Vihar, New Delhi"	110043	"1617222:-Govt. Sarvodaya Kanya Vidyalaya, Shiv Ram Park, Nangloi-Najafgarh Road, New Delhi"	Government	South Delhi Municipal Corporation	Urban	7070112203	2010	No		11	32087496	9711413951	JAISHREE	Asst. Head Master/VicePrincipal	9711413951	JAISHREE	Head of the School/In-Charge	9711413951	baprolavihar1617211@yahoo.com		Girls	Secondary	VI to X	6	10	General	Girls	A-State Government	Dte.of Education	No		Hindi	NA	NA	NA	No	Hindi	English	Sanskrit	NA	NA	12			220	220						6	0	6	0							6	30	6	30		
West B	17	1617212	Dhruva Public School	"Jai Vihar,Village Baprola, New Delhi"	110043	"1617222:-Govt. Sarvodaya Kanya Vidyalaya, Shiv Ram Park, Nangloi-Najafgarh Road, New Delhi"	DoE_UnAided	South Delhi Municipal Corporation	Urban	7070312208	2005	No		11	92104814	9210481424	Rekha	Head Master/Principal	9210481424	HARI OM GUPTA	School Administration Staff/Official/Clerk	7210482460	dhruvapublicschool@gmail.com	https://wwwdhruvaschool.in	Co-Ed.	Middle	Nur to XII	0	12	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	Sanskrit	NA	NA	0	220	220	220	220	220	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0	6	0
West B	17	1617213	James Convent School	"F-34/2&3,Satsang Road, Nihal Vihar, Delhi"	110041	"1617010:-Govt. Sarvodaya Kanya Vidyalaya, Nangloi, Delhi"	DoE_UnAided	North Delhi Municipal Corporation	Urban	7070304406	2005	No		11	25947474	9810268792	SANGEETA 	Head Master/Principal	9810268792	NAVEEN	School Administration Staff/Official/Clerk	8130941413	jamesconventschool1@gmail.com	http://www.jamesconventschool.in	Co-Ed.	Middle	I to XII	0	12	Morning	Co-Ed	C-Private Unaided	Pvt. Unaided	No		English	NA	NA	NA	Yes	English	Hindi	Sanskrit	NA	NA	0		235	235	235	235			6	0	6	30	6	30	6	30			6	50	6	50	6	50	6	50
